Dataset	Sample.ID	Sample.Name	Label	R1	R2	md5sum.R1	md5sum.R2	Summary.File	Read.Length	X	X.1
HumanParalogScreen_NovaSeq_20181109	HH-82	HAP1 Paralogue/Dual T18C		Moffat_HH-82_S4_R1_001.fastq.gz	Moffat_HH-82_S4_R2_001.fastq.gz	5db539774d53d93c41265f640babb6e4	a8c3a9370d01582df728a7fdec0c47c1	HH-82_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-99	HAP1 Paral Torin T12A		Moffat_HH-99_S18_R1_001.fastq.gz	Moffat_HH-99_S18_R2_001.fastq.gz	ddf57a6bd6240d1531c9751187bd76b7	5f2fa3e75738dc107f1f0180400fb38f	HH-99_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-100	HAP1 Paral Torin T12B		Moffat_HH-100_S19_R1_001.fastq.gz	Moffat_HH-100_S19_R2_001.fastq.gz	c59fdfde1e8a14b0b6457fa83a6ee3fc	0bc3168e33f9cee92bf6ad6c8a00fe44	HH-100_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-101	HAP1 Paral Torin T12C		Moffat_HH-101_S20_R1_001.fastq.gz	Moffat_HH-101_S20_R2_001.fastq.gz	3df4c692fe2dc3851d0a05defd7647bf	cc670a807680dd8d6171ea5bfd950695	HH-101_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-102	HAP1 Paral Torin T18A		Moffat_HH-102_S21_R1_001.fastq.gz	Moffat_HH-102_S21_R2_001.fastq.gz	4d3c6df0fbe194bfbc908f19a0d72957	1ffe6babe7f67e7dbce69ac8a62ace34	HH-102_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-103	HAP1 Paral Torin T18B		Moffat_HH-103_S22_R1_001.fastq.gz	Moffat_HH-103_S22_R2_001.fastq.gz	6ca1e54e900aa46f5a1201ce778fac4e	3a8fae205c29285987fad45a305cb880	HH-103_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-104	HAP1 Paral Torin T18C		Moffat_HH-104_S23_R1_001.fastq.gz	Moffat_HH-104_S23_R2_001.fastq.gz	7e2f5454e283784b09db217d4658d866	79c8b96335b158be652c3e5ba21ea10b	HH-104_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-105	HAP1 Paral Torin T29 A+		Moffat_HH-105_S24_R1_001.fastq.gz	Moffat_HH-105_S24_R2_001.fastq.gz	b7f0ec83c9848bf50d3c05e33aeb2f3c	aa6d82bd024a7d21b6e5087c68486d0d	HH-105_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-106	HAP1 Paral Torin T29 B+		Moffat_HH-106_S25_R1_001.fastq.gz	Moffat_HH-106_S25_R2_001.fastq.gz	d9898eee2388ed790bc6f156af0ff22e	bf7d30b4d0e3a4ca1a96a4064626b80d	HH-106_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-107	HAP1 Paral Torin T29 C+		Moffat_HH-107_S26_R1_001.fastq.gz	Moffat_HH-107_S26_R2_001.fastq.gz	bbe9b59024de7ed3e5f73cc5b6d1f196	95a645bcf6d55fb5d2ed4ee9f4d485ed	HH-107_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-83	RPE1 Paralogue/Dual T0		Moffat_HH-83_S5_R1_001.fastq.gz	Moffat_HH-83_S5_R2_001.fastq.gz	2d4e3802336532ff2bbfaef25c1bb6cb	88befb772811bef0b6bce537dd67cf49	HH-83_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-119	RPE1 Paralogue/Dual T18A		Moffat_HH-119_S38_R1_001.fastq.gz	Moffat_HH-119_S38_R2_001.fastq.gz	7f657284f9580ace8e528e11a24e3fb8	2989b863d0b6ab4152076870cfcb91bf	HH-119_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-120	RPE1 Paralogue/Dual T18B		Moffat_HH-120_S39_R1_001.fastq.gz	Moffat_HH-120_S39_R2_001.fastq.gz	c97926ae73149e98de3c494513c5f3f7	f2006c933b9985184ded4629c4998360	HH-120_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-121	RPE1 Paralogue/Dual T18C		Moffat_HH-121_S40_R1_001.fastq.gz	Moffat_HH-121_S40_R2_001.fastq.gz	448505ec29380796c75de16823d3523a	72a05c9e391639c9b325f7b1eef3637e	HH-121_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-84	RPE1 Paralogue/Dual T24A		Moffat_HH-84_S6_R1_001.fastq.gz	Moffat_HH-84_S6_R2_001.fastq.gz	249822c500ab5c6ff8dbb5e47606d5a6	43dc730005ac251ea6dbc95e8d3cd8d3	HH-84_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-85	RPE1 Paralogue/Dual T24B		Moffat_HH-85_S7_R1_001.fastq.gz	Moffat_HH-85_S7_R2_001.fastq.gz	cee0da5dfd3685c7e9a0ed58377b8bea	3483d7e9729888332691915d201ed41f	HH-85_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanParalogScreen_NovaSeq_20181109	HH-86	RPE1 Paralogue/Dual T24C		Moffat_HH-86_S8_R1_001.fastq.gz	Moffat_HH-86_S8_R2_001.fastq.gz	7b87acdcec0f626a9bd72b0294444853	6efb272b6e4a929505c97ee4349e66f0	HH-86_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-98	RPE1 Exon T0		Moffat_HH-98_S17_R1_001.fastq.gz	Moffat_HH-98_S17_R2_001.fastq.gz	b59160148e801bac1af559165077ddb1	67dbc6b3b53d75b47e99d33089c062df	HH-98_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-116	RPE1 Exon T18A		Moffat_HH-116_S35_R1_001.fastq.gz	Moffat_HH-116_S35_R2_001.fastq.gz	7f6b8726cc97b2d41f275e908e2873a1	3b291b553b78d62fe74a54e9dc9a4b44	HH-116_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-117	RPE1 Exon T18B		Moffat_HH-117_S36_R1_001.fastq.gz	Moffat_HH-117_S36_R2_001.fastq.gz	d2fdee64f9c1f7262dfc7db76fa93515	10f26c67b3a91d3dd103d610b4b253ab	HH-117_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-118	RPE1 Exon T18C		Moffat_HH-118_S37_R1_001.fastq.gz	Moffat_HH-118_S37_R2_001.fastq.gz	4577694bdd20191faa087c7fb3913afb	8d9c9120d16d3104c8292bb65c4f3f20	HH-118_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-128	RPE1 Exon T24A		Moffat_HH-128_S47_R1_001.fastq.gz	Moffat_HH-128_S47_R2_001.fastq.gz	c17e15f3a3806f09de872913ff53210c	6bb4cbc5d72e88e7e8abce5f7de5e54f	HH-128_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-129	RPE1 Exon T24B		Moffat_HH-129_S48_R1_001.fastq.gz	Moffat_HH-129_S48_R2_001.fastq.gz	74ee0c92369fa476a0b1d3f96e2dcc0b	fa4371422afa8362c4bb835a10d106a7	HH-129_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanExonDeletionScreen_NovaSeq_20181109	HH-130	RPE1 Exon T24C		Moffat_HH-130_S49_R1_001.fastq.gz	Moffat_HH-130_S49_R2_001.fastq.gz	3992de705c2e17cab2b2f1dc236602a9	a6de97736dbac6e770f9e2623188fd26	HH-130_counts.txt	31bp	28bp	Illumina NovaSeq5000
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-30	Hap1 Lb 6-TG  A		Moffat_HH_30_S23_R1_001.fastq.gz	Moffat_HH_30_S23_R2_001.fastq.gz	46ba66744aa11c2fe0b36f4e08ddc34f	339cef5e33fee32b8ba234efacbf6001	Moffat_HH_30_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-31	Hap1 Lb 6-TG  B		Moffat_HH_31_S24_R1_001.fastq.gz	Moffat_HH_31_S24_R2_001.fastq.gz	7d8992411be3a1274136acbffabf7dfe	79eed1a56e8f6265aa6c29364dc7706f	Moffat_HH_31_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-32	Hap1 Lb 6-TG  C		Moffat_HH_32_S25_R1_001.fastq.gz	Moffat_HH_32_S25_R2_001.fastq.gz	7023232b4a604cc08fd5e50e0021883e	a8435120f1e99bb18f5cdb6c266e4500	Moffat_HH_32_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-33	Hap1 As 6-TG  A		Moffat_HH_33_S26_R1_001.fastq.gz	Moffat_HH_33_S26_R2_001.fastq.gz	db2748eaf34925954adc76c06d4c18f8	e0d6dccb4318f8aac3b85426eb6a3dd7	Moffat_HH_33_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-34	Hap1 As 6-TG  B		Moffat_HH_34_S27_R1_001.fastq.gz	Moffat_HH_34_S27_R2_001.fastq.gz	c1bc71a20a3334a97f23cdeab5b1805c	231c16995342db934d58fbdbdc0d4534	Moffat_HH_34_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-35	Hap1 As 6-TG  C		Moffat_HH_35_S28_R1_001.fastq.gz	Moffat_HH_35_S28_R2_001.fastq.gz	ba1a246fc3a61093b2eb258c6a3e673d	1af6dbfa82e89e0aa604290c95a31ddc	Moffat_HH_35_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-36	Hap1 Lb Thym A		Moffat_HH_36_S29_R1_001.fastq.gz	Moffat_HH_36_S29_R2_001.fastq.gz	f000d133d404dde22f6d1ad9c53dfaa0	2be70b123f503dac70ae46a76583ca11	Moffat_HH_36_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-37	Hap1 Lb Thym B		Moffat_HH_37_S30_R1_001.fastq.gz	Moffat_HH_37_S30_R2_001.fastq.gz	e43cb4e2fec1298830c6705adca62c63	d681f4cfa7b05c0c3482cb124b724aa5	Moffat_HH_37_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-39	Hap1 As Thym A		Moffat_HH_39_S31_R1_001.fastq.gz	Moffat_HH_39_S31_R2_001.fastq.gz	5ece72968aa640e14bcecf809ee3d11c	5a8f37764a0b08eacc73f47b65b0b1d9	Moffat_HH_39_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-40	Hap1 As Thym B		Moffat_HH_40_S32_R1_001.fastq.gz	Moffat_HH_40_S32_R2_001.fastq.gz	33ffc62923856862347d834c5ca27e9f	398f55642c5255bd3ec61bae73c6a1fa	Moffat_HH_40_counts.txt	37bp	37bp	Illumina NextSeq500
HumanOptimizationScreen_NextSeq_PositiveSelections	HH-41	Hap1 As Thym C		Moffat_HH_41_S33_R1_001.fastq.gz	Moffat_HH_41_S33_R2_001.fastq.gz	76b8abf49b4c347063bbb2502934ae59	2727b99ccb0faa4c0e49c4d1271f8189	Moffat_HH_41_counts.txt	37bp	37bp	Illumina NextSeq500
